[BLOCK TYPE;TAG;NEXT BLK;DESCRIPTION;INITIAL SCAN;SCAN TIME;SMOOTHING;I/O DEVICE;H/W OPTIONS;I/O ADDRESS;SIGNAL CONDITIONING;LOW EGU LIMIT;HIGH EGU LIMIT;EGU TAG;INITIAL A/M STATUS;ALARM ENABLE;ALARM AREA(S);LO LO ALARM LIMIT;LO ALARM LIMIT;HI ALARM LIMIT;HI HI ALARM LIMIT;ROC ALARM LIMIT;DEAD BAND;ALARM PRIORITY;ENABLE OUTPUT;SECURITY AREA 1;SECURITY AREA 2;SECURITY AREA 3;ALARM AREA 1;ALARM AREA 2;ALARM AREA 3;ALARM AREA 4;ALARM AREA 5;ALARM AREA 6;ALARM AREA 7;ALARM AREA 8;ALARM AREA 9;ALARM AREA 10;ALARM AREA 11;ALARM AREA 12;ALARM AREA 13;ALARM AREA 14;ALARM AREA 15;USER FIELD 1;USER FIELD 2;ESIG TYPE;ESIG ALLOW CONT USE;ESIG XMPT ALARM ACK;ESIG UNSIGNED WRITES;PDR Update Rate;PDR Access Time;PDR Deadband;PDR Latch;PDR Disable Output;PDR Array Length;Hist Description;Hist Collect;Hist Interval;Hist Offset;Hist Time Res;Hist Compress;Hist Deadband;Hist Comp Type;Hist Comp Time;Scale Enabled;Scale Clamping;Scale Use EGU;Scale Raw Low;Scale Raw High;Scale Low;Scale High]
!A_NAME;A_TAG;A_NEXT;A_DESC;A_ISCAN;A_SCANT;A_SMOTH;A_IODV;A_IOHT;A_IOAD;A_IOSC;A_ELO;A_EHI;A_EGUDESC;A_IAM;A_IENAB;A_ADI;A_LOLO;A_LO;A_HI;A_HIHI;A_ROC;A_DBAND;A_PRI;A_EOUT;A_SA1;A_SA2;A_SA3;A_AREA1;A_AREA2;A_AREA3;A_AREA4;A_AREA5;A_AREA6;A_AREA7;A_AREA8;A_AREA9;A_AREA10;A_AREA11;A_AREA12;A_AREA13;A_AREA14;A_AREA15;A_ALMEXT1;A_ALMEXT2;A_ESIGTYPE;A_ESIGCONT;A_ESIGACK;A_ESIGTRAP;A_PDR_UPDATERATE;A_PDR_ACCESSTIME;A_PDR_DEADBAND;A_PDR_LATCHDATA;A_PDR_DISABLEOUT;A_PDR_ARRAYLENGTH;A_HIST_DESC;A_HIST_COLLECT;A_HIST_INTERVAL;A_HIST_OFFSET;A_HIST_TIMERES;A_HIST_COMPRESS;A_HIST_DEADBAND;A_HIST_COMPTYPE;A_HIST_COMPTIME;A_SCALE_ENABLED;A_SCALE_CLAMP;A_SCALE_USEEGU;A_SCALE_RAWLOW;A_SCALE_RAWHIGH;A_SCALE_LOW;A_SCALE_HIGH!
"AR";"600AV101SV";"Udløb sovselinie  setpunkter";"SIX";"";"DECIMAL";"PLC01:DB0024,W0826";"NLIN";"0";"100";"";"YES";"DISABLE";"NONE";"SVS600_SUP";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0";"65 535";"0";"100"
"AR";"MEL200_T277_DISP08";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1136";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"MEL200_T277_DISP07";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1132";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"MEL200_T277_DISP06";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1128";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"600AV102SV";"CIP sovselinie  setpunkter";"SIX";"";"DECIMAL";"PLC01:DB0024,W0840";"NLIN";"0";"100";"";"YES";"DISABLE";"NONE";"SVS600_SUP";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0";"65 535";"0";"100"
"AR";"MEL200_T277_DISP05";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1124";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"MEL200_T277_DISP04";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1120";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"MEL200_T277_DISP03";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1116";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"600AV103SV";"CIP indløb sovsekar  setpunkter";"SIX";"";"DECIMAL";"PLC01:DB0024,W0854";"NLIN";"0";"100";"";"YES";"DISABLE";"NONE";"SVS600_SUP";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0";"65 535";"0";"100"
"AR";"MEL200_T277_DISP02";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1112";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"MEL200_T277_DISP01";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1108";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"MEL200_T277_DATABLOCK";"Datablok tank 277";"SIX";"";"DECIMAL";"PLC01:DB0083,W1094";"SINT";"0,00";"100,00";"nr";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"600AV104SV";"CIP indløb sovsekar  setpunkter";"SIX";"";"DECIMAL";"PLC01:DB0024,W0868";"NLIN";"0";"100";"";"YES";"DISABLE";"NONE";"SVS600_SUP";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0";"65 535";"0";"100"
"AR";"MEL200_T276_VTUDVEJ";"Holdevægt tank udvejning";"SIX";"";"DECIMAL";"PLC01:DB0083,D1054";"FLT";"0,00";"100,00";"kg";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"MEL200_T276_VTKONTROL";"Holdevægt tank kontrol";"SIX";"";"DECIMAL";"PLC01:DB0083,D1050";"FLT";"0,00";"100,00";"kg";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"MEL200_T276_RVAREID";"RåvareID tank 276";"SIX";"";"DECIMAL";"PLC01:DB0083,D1046";"SINT";"0,00";"100,00";"nr";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"600AV110SV";"Sovs til mixer  setpunkter";"SIX";"";"DECIMAL";"PLC01:DB0024,W0882";"NLIN";"0";"100";"";"YES";"DISABLE";"NONE";"SVS600_SUP";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0";"65 535";"0";"100"
"AR";"MEL200_T276_DISP09";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1090";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"MEL200_T276_DISP08";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1086";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"MEL200_T276_DISP07";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1082";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"600AV111SV";"Stopventil CIP til mixer  setpunkter";"SIX";"";"DECIMAL";"PLC01:DB0024,W0896";"NLIN";"0";"100";"";"YES";"DISABLE";"NONE";"SVS600_SUP";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0";"65 535";"0";"100"
"AR";"MEL200_T276_DISP06";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1078";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"MEL200_T276_DISP05";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1074";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"MEL200_T276_DISP04";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1070";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"600AV112SV";"Stopventil sovs til mixer  setpunkter";"SIX";"";"DECIMAL";"PLC01:DB0024,W0910";"NLIN";"0";"100";"";"YES";"DISABLE";"NONE";"SVS600_SUP";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0";"65 535";"0";"100"
"AR";"MEL200_T276_DISP03";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1066";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"MEL200_T276_DISP02";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1062";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"MEL200_T276_DISP01";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1058";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"600AV113SV";"Stopventil CIP til mixer  setpunkter";"SIX";"";"DECIMAL";"PLC01:DB0024,W0924";"NLIN";"0";"100";"";"YES";"DISABLE";"NONE";"SVS600_SUP";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0";"65 535";"0";"100"
"AR";"MEL200_T276_DATABLOCK";"Datablok tank 276";"SIX";"";"DECIMAL";"PLC01:DB0083,W1044";"SINT";"0,00";"100,00";"nr";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"MEL200_T251_VTUDVEJ";"Holdevægt tank udvejning";"SIX";"";"DECIMAL";"PLC01:DB0083,D1004";"FLT";"0,00";"100,00";"kg";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"MEL200_T251_VTKONTROL";"Holdevægt tank kontrol";"SIX";"";"DECIMAL";"PLC01:DB0083,D1000";"FLT";"0,00";"100,00";"kg";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"600AV114SV";"Stop ventil sovs til mixer  setpunkter";"SIX";"";"DECIMAL";"PLC01:DB0024,W2534";"NLIN";"0";"100";"";"YES";"DISABLE";"NONE";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0";"65 535";"0";"100"
"AR";"MEL200_T251_RVAREID";"RåvareID tank 251";"SIX";"";"DECIMAL";"PLC01:DB0083,D0996";"SINT";"0,00";"100,00";"nr";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"MEL200_T251_DISP09";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1040";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"MEL200_T251_DISP08";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1036";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"600AV120SV";"Sovs til mixer  setpunkter";"SIX";"";"DECIMAL";"PLC01:DB0024,W0938";"NLIN";"0";"100";"";"YES";"DISABLE";"NONE";"SVS600_SUP";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0";"65 535";"0";"100"
"AR";"MEL200_T251_DISP07";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1032";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"MEL200_T251_DISP06";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1028";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"MEL200_T251_DISP05";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1024";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"600AV121SV";"Stopventil CIP til mixer  setpunkter";"SIX";"";"DECIMAL";"PLC01:DB0024,W0952";"NLIN";"0";"100";"";"YES";"DISABLE";"NONE";"SVS600_SUP";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0";"65 535";"0";"100"
"AR";"MEL200_T251_DISP04";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1020";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"MEL200_T251_DISP03";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1016";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"MEL200_T251_DISP02";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1012";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
"AR";"600AV122SV";"Stopventil sovs til mixer  setpunkter";"SIX";"";"DECIMAL";"PLC01:DB0024,W0966";"NLIN";"0";"100";"";"YES";"DISABLE";"NONE";"SVS600_SUP";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0";"65 535";"0";"100"
"AR";"MEL200_T251_DISP01";"Disponibel";"SIX";"";"DECIMAL";"PLC01:DB0083,D1008";"FLT";"0,00";"100,00";"xxx";"YES";"DISABLE";"NONE";"MEL200_OPE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"YES";"NO";"REJECT";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,00";"65 535,00";"0,00";"100,00"
