[BLOCK TYPE,TAG,DESCRIPTION,I/O DEVICE,H/W OPTIONS,I/O ADDRESS TYPE,I/O ADDRESS,SIGNAL CONDITIONING,LOW EGU LIMIT,HIGH EGU LIMIT,EGU TAG,OUTPUT ENABLE,EVENT MESSAGES,ALARM AREA(S),SECURITY AREA 1,SECURITY AREA 2,SECURITY AREA 3,ALARM AREA 1,ALARM AREA 2,ALARM AREA 3,ALARM AREA 4,ALARM AREA 5,ALARM AREA 6,ALARM AREA 7,ALARM AREA 8,ALARM AREA 9,ALARM AREA 10,ALARM AREA 11,ALARM AREA 12,ALARM AREA 13,ALARM AREA 14,ALARM AREA 15,USER FIELD 1,USER FIELD 2,ESIG TYPE,ESIG ALLOW CONT USE,ESIG XMPT ALARM ACK,ESIG UNSIGNED WRITES,ESIG COMMENT REQUIRED,PDR Update Rate,PDR Access Time,PDR Deadband,PDR Latch,PDR Disable Output,PDR Array Length,Hist Description,Hist Collect,Hist Interval,Hist Offset,Hist Time Res,Hist Compress,Hist Deadband,Hist Comp Type,Hist Comp Time,Scale Enabled,Scale Clamping,Scale Use EGU,Scale Raw Low,Scale Raw High,Scale Low,Scale High]
!A_NAME,A_TAG,A_DESC,A_IODV,A_IOHT,A_NUMS,A_IOAD,A_IOSC,A_ELO,A_EHI,A_EGUDESC,A_OUT,A_EVENT,A_ADI,A_SA1,A_SA2,A_SA3,A_AREA1,A_AREA2,A_AREA3,A_AREA4,A_AREA5,A_AREA6,A_AREA7,A_AREA8,A_AREA9,A_AREA10,A_AREA11,A_AREA12,A_AREA13,A_AREA14,A_AREA15,A_ALMEXT1,A_ALMEXT2,A_ESIGTYPE,A_ESIGCONT,A_ESIGACK,A_ESIGTRAP,A_ESIGREQ_COMMENT,A_PDR_UPDATERATE,A_PDR_ACCESSTIME,A_PDR_DEADBAND,A_PDR_LATCHDATA,A_PDR_DISABLEOUT,A_PDR_ARRAYLENGTH,A_HIST_DESC,A_HIST_COLLECT,A_HIST_INTERVAL,A_HIST_OFFSET,A_HIST_TIMERES,A_HIST_COMPRESS,A_HIST_DEADBAND,A_HIST_COMPTYPE,A_HIST_COMPTIME,A_SCALE_ENABLED,A_SCALE_CLAMP,A_SCALE_USEEGU,A_SCALE_RAWLOW,A_SCALE_RAWHIGH,A_SCALE_LOW,A_SCALE_HIGH!
"AR","19K2SV","Nødstop zone 3 OK setpunkter","SIX","","DECIMAL","","","-32,767","32,768","","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-32,767","32,768"
"AR","20K2SV","Nødstop zone 4 OK setpunkter","SIX","","DECIMAL","","","-32,767","32,768","","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-32,767","32,768"
"AR","21K2SV","Nødstop zone 05 OK setpunkter","SIX","","DECIMAL","","","-32,767","32,768","","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-32,767","32,768"
"AR","22K2SV","Nødstopkreds OK setpunkter","SIX","","DECIMAL","","","-32,767","32,768","","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-32,767","32,768"
"AR","40K3SV","Mixer390 i holdetid  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","82K2SV","Udtræk aktiv række 1  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","82K3SV","Udtræk aktiv række 2  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","82K4SV","Udtræk aktiv række 3  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","82K5SV","Udtræk aktiv række 4  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","82K6SV","Udtræk aktiv række 5  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","82K7SV","Udtræk aktiv række 6  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","216M100SV","Udtræk silo 216  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","216M200SV","Banke motor silo 216  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","216WT100FV","Float settings","SIX","","DECIMAL","","","-9,999,999","9,999,999","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","216WT100SV","Vejetransmitter silo 1 setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","217M100SV","Udtræk silo 217  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","217M200SV","Banke motor silo 217  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","217WT100FV","Float settings","SIX","","DECIMAL","","","-9,999,999","9,999,999","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","217WT100SV","Vejetransmitter silo 2 setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","218M100SV","Udtræk silo 218  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","218M200SV","Banke motor silo 218  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","218WT100FV","Float settings","SIX","","DECIMAL","","","-9,999,999","9,999,999","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","218WT100SV","Vejetransmitter silo 3 setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","219M100SV","Udtræk silo 219  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","219M200SV","Banke motor silo 219  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","219WT100FV","Float settings","SIX","","DECIMAL","","","-9,999,999","9,999,999","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","219WT100SV","Vejetransmitter silo 4 setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","220M100SV","Udtræk silo 220  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","220M200SV","Banke motor silo 220  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","220WT100FV","Float settings","SIX","","DECIMAL","","","-9,999,999","9,999,999","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","220WT100SV","Vejetransmitter silo 5 setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","221M100SV","Udtræk silo 221  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","221M200SV","Banke motor silo 221  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","221WT100FV","Float settings","SIX","","DECIMAL","","","-9,999,999","9,999,999","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","221WT100SV","Vejetransmitter silo 6 setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","225M100SV","Udtræk under silo 216-221  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","246M100SV","Udtræk silo 246  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","246WT100FV","Float settings","SIX","","DECIMAL","","","-9,999,999","9,999,999","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","246WT100SV","Vejetransmitter silo 7 setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","247M100SV","Udtræk silo 247  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","247WT100FV","Float settings","SIX","","DECIMAL","","","-9,999,999","9,999,999","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","247WT100SV","Vejetransmitter silo 8 setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","248M100SV","Udtræk silo 248  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","248WT100FV","Float settings","SIX","","DECIMAL","","","-9,999,999","9,999,999","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","248WT100SV","Vejetransmitter silo 9 setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","249M100SV","Udtræk silo 249  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","249WT100FV","Float settings","SIX","","DECIMAL","","","-9,999,999","9,999,999","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","249WT100SV","Vejetransmitter silo 10 setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","250M100SV","Udtræk silo 250  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","250WT100FV","Float settings","SIX","","DECIMAL","","","-9,999,999","9,999,999","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","250WT100SV","Vejetransmitter silo 11 setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","251M100SV","Udtræk silo 251  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","251WT100FV","Float settings","SIX","","DECIMAL","","","-9,999,999","9,999,999","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","251WT100SV","Vejetransmitter silo 12 setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","255M100SV","Udtræk under silo 246-251  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","276M100SV","Udtræk silo 276  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","276WT100FV","Float settings","SIX","","DECIMAL","","","-9,999,999","9,999,999","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","276WT100SV","Vejetransmitter silo 13 setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","277M100SV","Udtræk silo 277  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","277WT100FV","Float settings","SIX","","DECIMAL","","","-9,999,999","9,999,999","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","277WT100SV","Vejetransmitter silo 14 setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","278M100SV","Udtræk silo 278  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","278WT100FV","Float settings","SIX","","DECIMAL","","","-9,999,999","9,999,999","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","278WT100SV","Vejetransmitter silo 15 setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
"AR","279M100SV","Udtræk silo 279  setpunkter","SIX","","DECIMAL","","","0","65,535","","YES","DISABLE","NONE","MEL200_SUP","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","65,535"
