[BLOCK TYPE,TAG,DESCRIPTION,I/O DEVICE,H/W OPTIONS,I/O ADDRESS TYPE,I/O ADDRESS,SIGNAL CONDITIONING,LOW EGU LIMIT,HIGH EGU LIMIT,EGU TAG,OUTPUT ENABLE,EVENT MESSAGES,ALARM AREA(S),SECURITY AREA 1,SECURITY AREA 2,SECURITY AREA 3,ALARM AREA 1,ALARM AREA 2,ALARM AREA 3,ALARM AREA 4,ALARM AREA 5,ALARM AREA 6,ALARM AREA 7,ALARM AREA 8,ALARM AREA 9,ALARM AREA 10,ALARM AREA 11,ALARM AREA 12,ALARM AREA 13,ALARM AREA 14,ALARM AREA 15,USER FIELD 1,USER FIELD 2,ESIG TYPE,ESIG ALLOW CONT USE,ESIG XMPT ALARM ACK,ESIG UNSIGNED WRITES,ESIG COMMENT REQUIRED,PDR Update Rate,PDR Access Time,PDR Deadband,PDR Latch,PDR Disable Output,PDR Array Length,Hist Description,Hist Collect,Hist Interval,Hist Offset,Hist Time Res,Hist Compress,Hist Deadband,Hist Comp Type,Hist Comp Time,Scale Enabled,Scale Clamping,Scale Use EGU,Scale Raw Low,Scale Raw High,Scale Low,Scale High]
!A_NAME,A_TAG,A_DESC,A_IODV,A_IOHT,A_NUMS,A_IOAD,A_IOSC,A_ELO,A_EHI,A_EGUDESC,A_OUT,A_EVENT,A_ADI,A_SA1,A_SA2,A_SA3,A_AREA1,A_AREA2,A_AREA3,A_AREA4,A_AREA5,A_AREA6,A_AREA7,A_AREA8,A_AREA9,A_AREA10,A_AREA11,A_AREA12,A_AREA13,A_AREA14,A_AREA15,A_ALMEXT1,A_ALMEXT2,A_ESIGTYPE,A_ESIGCONT,A_ESIGACK,A_ESIGTRAP,A_ESIGREQ_COMMENT,A_PDR_UPDATERATE,A_PDR_ACCESSTIME,A_PDR_DEADBAND,A_PDR_LATCHDATA,A_PDR_DISABLEOUT,A_PDR_ARRAYLENGTH,A_HIST_DESC,A_HIST_COLLECT,A_HIST_INTERVAL,A_HIST_OFFSET,A_HIST_TIMERES,A_HIST_COMPRESS,A_HIST_DEADBAND,A_HIST_COMPTYPE,A_HIST_COMPTIME,A_SCALE_ENABLED,A_SCALE_CLAMP,A_SCALE_USEEGU,A_SCALE_RAWLOW,A_SCALE_RAWHIGH,A_SCALE_LOW,A_SCALE_HIGH!
"AR","SVS670_BATCHIDA","Batchnr for batch low word","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_BATCHIDB","Batchnr for batch high word","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_CHECKSUM_PLC","Checksum udregnet i PLC","SIX","","DECIMAL","","","-9,999,999","9,999,999","xxx","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_CHECKSUM_SQL","Disponibel","SIX","","DECIMAL","","","-9,999,999","9,999,999","xxx","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_DISP6","Disponibel","SIX","","DECIMAL","","","-9,999,999","9,999,999","xxx","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_DISP7","Disponibel","SIX","","DECIMAL","","","-9,999,999","9,999,999","xxx","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_DISP09","Disponibel","SIX","","DECIMAL","","","-9,999,999","9,999,999","xxx","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_DISP10","Disponibel","SIX","","DECIMAL","","","-9,999,999","9,999,999","xxx","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_DISP13","Disponibel","SIX","","DECIMAL","","","-9,999,999","9,999,999","xxx","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_DISP16","Disponibel","SIX","","DECIMAL","","","-9,999,999","9,999,999","xxx","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_DISP17","Disponibel","SIX","","DECIMAL","","","-9,999,999","9,999,999","xxx","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_DISP18","Disponibel","SIX","","DECIMAL","","","-9,999,999","9,999,999","xxx","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_DISP19","Disponibel","SIX","","DECIMAL","","","-9,999,999","9,999,999","xxx","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_DISP20","Disponibel","SIX","","DECIMAL","","","-9,999,999","9,999,999","xxx","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_DISP21","Disponibel","SIX","","DECIMAL","","","-9,999,999","9,999,999","xxx","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_DISP27","Disponibel","SIX","","DECIMAL","","","-9,999,999","9,999,999","xxx","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_DISP31","Disponibel","SIX","","DECIMAL","","","-9,999,999","9,999,999","xxx","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L1_AKTUELMAENGDE","Linie 1 Aktuel indvejet mængde","SIX","","DECIMAL","","","-99,999.99","99,999.99","kg","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.00","65,535.00","-99,999.99","99,999.99"
"AR","SVS670_L1_BATCHLINIEID","Linie 1 Batch linie ID","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L1_BATCHLINIEIDA","Linie 10 Batch linie ID low word","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","RCP_DOWNLOAD","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L1_BATCHLINIEIDB","Linie 10 Batch linie ID high word","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","RCP_DOWNLOAD","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L1_DISP1","Linie 1 Disponibel","SIX","","DECIMAL","","","-9,999,999","9,999,999","xxx","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L1_DOSSTED","Linie 1 Doseringssted","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L1_OPERATOERMAENGDE","Linie 1 Operatør mængde","SIX","","DECIMAL","","","-99,999.99","99,999.99","kg","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.00","65,535.00","-99,999.99","99,999.99"
"AR","SVS670_L1_RECEPTFORDELING","Linie 1 Fordeling for receptlinie","SIX","","DECIMAL","","","-9,999,999","9,999,999","%","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L1_RECEPTMAENGDE","Linie 1 Recept mængde","SIX","","DECIMAL","","","-99,999.99","99,999.99","kg","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.00","65,535.00","-99,999.99","99,999.99"
"AR","SVS670_L1_RVAREID","Linie 1 RåvareID","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L1_STATUS","Linie 1 Receptlinie status","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L2_AKTUELMAENGDE","Linie 2 Aktuel indvejet mængde","SIX","","DECIMAL","","","-99,999.99","99,999.99","kg","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.00","65,535.00","-99,999.99","99,999.99"
"AR","SVS670_L2_BATCHLINIEID","Linie 2 Batch linie ID","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L2_BATCHLINIEIDA","Linie 10 Batch linie ID low word","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","RCP_DOWNLOAD","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L2_BATCHLINIEIDB","Linie 10 Batch linie ID high word","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","RCP_DOWNLOAD","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L2_DISP1","Linie 2 Disponibel","SIX","","DECIMAL","","","-9,999,999","9,999,999","xxx","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L2_DOSSTED","Linie 2 Doseringssted","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L2_OPERATOERMAENGDE","Linie 2 Operatør mængde","SIX","","DECIMAL","","","-99,999.99","99,999.99","kg","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.00","65,535.00","-99,999.99","99,999.99"
"AR","SVS670_L2_RECEPTFORDELING","Linie 2 Fordeling for receptlinie","SIX","","DECIMAL","","","-9,999,999","9,999,999","%","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L2_RECEPTMAENGDE","Linie 2 Recept mængde","SIX","","DECIMAL","","","-99,999.99","99,999.99","kg","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.00","65,535.00","-99,999.99","99,999.99"
"AR","SVS670_L2_RVAREID","Linie 2 RåvareID","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L2_STATUS","Linie 2 Receptlinie status","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L3_AKTUELMAENGDE","Linie 3 Aktuel indvejet mængde","SIX","","DECIMAL","","","-99,999.99","99,999.99","kg","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.00","65,535.00","-99,999.99","99,999.99"
"AR","SVS670_L3_BATCHLINIEID","Linie 3 Batch linie ID","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L3_BATCHLINIEIDA","Linie 10 Batch linie ID low word","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","RCP_DOWNLOAD","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L3_BATCHLINIEIDB","Linie 10 Batch linie ID high word","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","RCP_DOWNLOAD","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L3_DISP1","Linie 3 Disponibel","SIX","","DECIMAL","","","-9,999,999","9,999,999","xxx","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L3_DOSSTED","Linie 3 Doseringssted","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L3_OPERATOERMAENGDE","Linie 3 Operatør mængde","SIX","","DECIMAL","","","-99,999.99","99,999.99","kg","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.00","65,535.00","-99,999.99","99,999.99"
"AR","SVS670_L3_RECEPTFORDELING","Linie 3 Fordeling for receptlinie","SIX","","DECIMAL","","","-9,999,999","9,999,999","%","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L3_RECEPTMAENGDE","Linie 3 Recept mængde","SIX","","DECIMAL","","","-99,999.99","99,999.99","kg","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.00","65,535.00","-99,999.99","99,999.99"
"AR","SVS670_L3_RVAREID","Linie 3 RåvareID","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L3_STATUS","Linie 3 Receptlinie status","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L4_AKTUELMAENGDE","Linie 4 Aktuel indvejet mængde","SIX","","DECIMAL","","","-99,999.99","99,999.99","kg","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.00","65,535.00","-99,999.99","99,999.99"
"AR","SVS670_L4_BATCHLINIEID","Linie 4 Batch linie ID","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L4_BATCHLINIEIDA","Linie 10 Batch linie ID low word","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","RCP_DOWNLOAD","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L4_BATCHLINIEIDB","Linie 10 Batch linie ID high word","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","RCP_DOWNLOAD","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L4_DISP1","Linie 4 Disponibel","SIX","","DECIMAL","","","-9,999,999","9,999,999","xxx","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L4_DOSSTED","Linie 4 Doseringssted","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L4_OPERATOERMAENGDE","Linie 4 Operatør mængde","SIX","","DECIMAL","","","-99,999.99","99,999.99","kg","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.00","65,535.00","-99,999.99","99,999.99"
"AR","SVS670_L4_RECEPTFORDELING","Linie 4 Fordeling for receptlinie","SIX","","DECIMAL","","","-9,999,999","9,999,999","%","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
"AR","SVS670_L4_RECEPTMAENGDE","Linie 4 Recept mængde","SIX","","DECIMAL","","","-99,999.99","99,999.99","kg","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.00","65,535.00","-99,999.99","99,999.99"
"AR","SVS670_L4_RVAREID","Linie 4 RåvareID","SIX","","DECIMAL","","","-9,999,999","9,999,999","nr","YES","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","-9,999,999","9,999,999"
