[BLOCK TYPE,TAG,DESCRIPTION,I/O DEVICE,H/W OPTIONS,I/O ADDRESS TYPE,I/O ADDRESS,ENABLE OUTPUT,INVERT OUTPUT,OPEN TAG,CLOSE TAG,EVENT MESSAGES,ALARM AREA(S),SECURITY AREA 1,SECURITY AREA 2,SECURITY AREA 3,ALARM AREA 1,ALARM AREA 2,ALARM AREA 3,ALARM AREA 4,ALARM AREA 5,ALARM AREA 6,ALARM AREA 7,ALARM AREA 8,ALARM AREA 9,ALARM AREA 10,ALARM AREA 11,ALARM AREA 12,ALARM AREA 13,ALARM AREA 14,ALARM AREA 15,USER FIELD 1,USER FIELD 2,ESIG TYPE,ESIG ALLOW CONT USE,ESIG XMPT ALARM ACK,ESIG UNSIGNED WRITES,ESIG COMMENT REQUIRED,PDR Update Rate,PDR Access Time,PDR Deadband,PDR Latch,PDR Disable Output,PDR Array Length,Hist Description,Hist Collect,Hist Interval,Hist Offset,Hist Time Res,Hist Compress,Hist Deadband,Hist Comp Type,Hist Comp Time]
!A_NAME,A_TAG,A_DESC,A_IODV,A_IOHT,A_NUMS,A_IOAD,A_OUT,A_INV,A_OPENDESC,A_CLOSEDESC,A_EVENT,A_ADI,A_SA1,A_SA2,A_SA3,A_AREA1,A_AREA2,A_AREA3,A_AREA4,A_AREA5,A_AREA6,A_AREA7,A_AREA8,A_AREA9,A_AREA10,A_AREA11,A_AREA12,A_AREA13,A_AREA14,A_AREA15,A_ALMEXT1,A_ALMEXT2,A_ESIGTYPE,A_ESIGCONT,A_ESIGACK,A_ESIGTRAP,A_ESIGREQ_COMMENT,A_PDR_UPDATERATE,A_PDR_ACCESSTIME,A_PDR_DEADBAND,A_PDR_LATCHDATA,A_PDR_DISABLEOUT,A_PDR_ARRAYLENGTH,A_HIST_DESC,A_HIST_COLLECT,A_HIST_INTERVAL,A_HIST_OFFSET,A_HIST_TIMERES,A_HIST_COMPRESS,A_HIST_DEADBAND,A_HIST_COMPTYPE,A_HIST_COMPTIME!
"DR","072100GS01CW","CIP Tank control","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","CIP700_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","071200GS01SW1","CIP heating unit","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","071200GS01SW","CIP heating unit","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","071200GS01CW1","CIP heating unit","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","CIP700_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","071200GS01CW","CIP heating unit","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","CIP700_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","071100GS01SW1","CIP return control","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","071100GS01SW","CIP return control","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","071100GS01CW1","CIP return control","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","CIP700_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","071100GS01CW","CIP return control","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","CIP700_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","071000GS01SW1","CIP forward control","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","071000GS01SW","CIP forward control","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","071000GS01CW1","CIP forward control","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","CIP700_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","071000GS01CW","CIP forward control","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","CIP700_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","070100GS01SW1","Data for CIP recipe handling","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","070100GS01SW","Data for CIP recipe handling","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","070100GS01CW1","Data for CIP recipe handling","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","CIP700_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","070100GS01CW","Data for CIP recipe handling","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","CIP700_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","070000GS01SW1","CIP unit control","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","070000GS01SW","CIP unit control","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","070000GS01CW1","CIP unit control","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","CIP700_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","070000GS01CW","CIP unit control","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","CIP700_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","065600GS01SW1","Flavour area","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","065600GS01SW","Flavour area","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","065600GS01CW1","Flavour area","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","FL64X_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","065600GS01CW","Flavour area","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","FL64X_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","065500GS01SW1","Compressed air / Steam, Flavour tank","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","065500GS01SW","Compressed air / Steam, Flavour tank","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","065500GS01CW1","Compressed air / Steam, Flavour tank","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","FL64X_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","065500GS01CW","Compressed air / Steam, Flavour tank","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","FL64X_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","065100GS01SW1","Data for recipe handling, Flavour tank 6","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","065100GS01SW","Data for recipe handling, Flavour tank 6","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","065100GS01CW1","Data for recipe handling, Flavour tank 6","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","FL64X_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","065100GS01CW","Data for recipe handling, Flavour tank 6","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","FL64X_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","065000GS01SW1","Data for flavour tank 650","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","065000GS01SW","Data for flavour tank 650","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","065000GS01CW1","Data for flavour tank 650","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","FL64X_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","065000GS01CW","Data for flavour tank 650","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","FL64X_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","064600GS01SW1","Data for recipe handling, Flavour tank 6","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","064600GS01SW","Data for recipe handling, Flavour tank 6","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","064600GS01CW1","Data for recipe handling, Flavour tank 6","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","FL64X_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","064600GS01CW","Data for recipe handling, Flavour tank 6","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","FL64X_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","064500GS01SW1","Data for flavour tank 645","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","064500GS01SW","Data for flavour tank 645","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","064500GS01CW1","Data for flavour tank 645","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","FL64X_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","064500GS01CW","Data for flavour tank 645","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","FL64X_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","064100GS01SW1","Data for recipe handling, Flavour tank 6","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","064100GS01SW","Data for recipe handling, Flavour tank 6","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","064100GS01CW1","Data for recipe handling, Flavour tank 6","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","FL64X_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","064100GS01CW","Data for recipe handling, Flavour tank 6","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","FL64X_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","064000GS01SW1","Data for flavour tank 640","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","064000GS01SW","Data for flavour tank 640","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","064000GS01CW1","Data for flavour tank 640","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","FL64X_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","064000GS01CW","Data for flavour tank 640","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","FL64X_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","063000GS01SW1","Transport unit, Tobacco juice tank 600","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","063000GS01SW","Transport unit, Tobacco juice tank 600","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","063000GS01CW1","Transport unit, Tobacco juice tank 600","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","SVS600_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","063000GS01CW","Transport unit, Tobacco juice tank 600","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","SVS600_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","062100GS01SW1","Air / Steam supply, Tabacco juice tank 6","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","062100GS01SW","Air / Steam supply, Tabacco juice tank 6","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","062100GS01CW1","Air / Steam supply, Tabacco juice tank 6","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","SVS600_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","062100GS01CW","Air / Steam supply, Tabacco juice tank 6","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","SVS600_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","062000GS01SW1","Jacket heating on tabacco juice tank 600","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","062000GS01SW","Jacket heating on tabacco juice tank 600","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","062000GS01CW1","Jacket heating on tabacco juice tank 600","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","SVS600_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","062000GS01CW","Jacket heating on tabacco juice tank 600","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","SVS600_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","061400GS01SW1","Data for hot water added tobacco juice t","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","061400GS01SW","Data for hot water added tobacco juice t","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","061400GS01CW1","Data for hot water added tobacco juice t","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","SVS600_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","061400GS01CW","Data for hot water added tobacco juice t","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","SVS600_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","061300GS01SW1","Data for cold water added  tobacco juice","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","061300GS01SW","Data for cold water added  tobacco juice","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","061300GS01CW1","Data for cold water added  tobacco juice","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","SVS600_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","061300GS01CW","Data for cold water added  tobacco juice","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","SVS600_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
