[BLOCK TYPE,TAG,DESCRIPTION,I/O DEVICE,H/W OPTIONS,I/O ADDRESS TYPE,I/O ADDRESS,ENABLE OUTPUT,INVERT OUTPUT,OPEN TAG,CLOSE TAG,EVENT MESSAGES,ALARM AREA(S),SECURITY AREA 1,SECURITY AREA 2,SECURITY AREA 3,ALARM AREA 1,ALARM AREA 2,ALARM AREA 3,ALARM AREA 4,ALARM AREA 5,ALARM AREA 6,ALARM AREA 7,ALARM AREA 8,ALARM AREA 9,ALARM AREA 10,ALARM AREA 11,ALARM AREA 12,ALARM AREA 13,ALARM AREA 14,ALARM AREA 15,USER FIELD 1,USER FIELD 2,ESIG TYPE,ESIG ALLOW CONT USE,ESIG XMPT ALARM ACK,ESIG UNSIGNED WRITES,ESIG COMMENT REQUIRED,PDR Update Rate,PDR Access Time,PDR Deadband,PDR Latch,PDR Disable Output,PDR Array Length,Hist Description,Hist Collect,Hist Interval,Hist Offset,Hist Time Res,Hist Compress,Hist Deadband,Hist Comp Type,Hist Comp Time]
!A_NAME,A_TAG,A_DESC,A_IODV,A_IOHT,A_NUMS,A_IOAD,A_OUT,A_INV,A_OPENDESC,A_CLOSEDESC,A_EVENT,A_ADI,A_SA1,A_SA2,A_SA3,A_AREA1,A_AREA2,A_AREA3,A_AREA4,A_AREA5,A_AREA6,A_AREA7,A_AREA8,A_AREA9,A_AREA10,A_AREA11,A_AREA12,A_AREA13,A_AREA14,A_AREA15,A_ALMEXT1,A_ALMEXT2,A_ESIGTYPE,A_ESIGCONT,A_ESIGACK,A_ESIGTRAP,A_ESIGREQ_COMMENT,A_PDR_UPDATERATE,A_PDR_ACCESSTIME,A_PDR_DEADBAND,A_PDR_LATCHDATA,A_PDR_DISABLEOUT,A_PDR_ARRAYLENGTH,A_HIST_DESC,A_HIST_COLLECT,A_HIST_INTERVAL,A_HIST_OFFSET,A_HIST_TIMERES,A_HIST_COMPRESS,A_HIST_DEADBAND,A_HIST_COMPTYPE,A_HIST_COMPTIME!
"DR","S2SW","Fyldning aktiv række 2 status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","S2CW","Fyldning aktiv række 2 kontrol ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","AUX800_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","S1SW","Fyldning aktiv række 1 status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","S1CW","Fyldning aktiv række 1 kontrol ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","AUX800_OPE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","NOD42SW","Nødstopszone 4.2 OK, CIP 725 status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","NOD42CW","Nødstopszone 4.2 OK, CIP 725 kontrol ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","NOD14SW","Nødstopszone 1.4 OK, Mixer 335 status or","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","NOD14CW","Nødstopszone 1.4 OK, Mixer 335 kontrol o","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","NOD4SW","Nødstop zone 4 OK, CIP rum. status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","NOD4CW","Nødstop zone 4 OK, CIP rum. kontrol ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","MX335_TRP_MANUALSTART","Manual start of vacuum transport to mixe","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","MX335_SQL02SW","Rapport trigger status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","MX335_SQL01SW","Rapport trigger status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","MX325_TRP_MANUALSTART","Manual start of vacuum transport to mixe","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","MX325_SQL02SW","Rapport trigger status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","MX325_SQL01SW","Rapport trigger status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","MX315_TRP_MANUALSTART","Manual start of vacuum transport to mixe","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","MX315_SQL02SW","Rapport trigger status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","MX315_SQL01SW","Rapport trigger status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","MX305_TRP_MANUALSTART","Manual start of vacuum transport to mixe","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","MX305_SQL02SW","Rapport trigger status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","MX305_SQL01SW","Rapport trigger status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","MIXER_STATUS","Output status Q7","SIX","","DECIMAL","","NO","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","MEL200_SQL02SW","Rapport trigger status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","MEL200_SQL01SW","Rapport trigger status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","MEL200_MP_APROVEWEIGHT","Main control of buffer tank 295","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","KXXSW","Mixer 305 eller 315 i drift status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","KXXCW","Mixer 305 eller 315 i drift kontrol ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","K19SW","Sikkerhedskreds ok Mixer 325 status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","K19CW","Sikkerhedskreds ok Mixer 325 kontrol ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","K18SW","Start udsugning Mixer 325 status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","K18CW","Start udsugning Mixer 325 kontrol ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","K17SW","Åben spjæld 2 Mixer 325 status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","K17CW","Åben spjæld 2 Mixer 325 kontrol ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","K16SW","Åben spjæld 1 Mixer 325 status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","K16CW","Åben spjæld 1 Mixer 325 kontrol ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","FL650_SQL02SW","Rapport trigger status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","FL650_SQL01SW","Rapport trigger status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","FL645_SQL02SW","Rapport trigger status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","FL645_SQL01SW","Rapport trigger status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","FL640_SQL02SW","Rapport trigger status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","FL640_SQL01SW","Rapport trigger status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","DISP2SW","Disponibel status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","DISP2CW","Disponibel kontrol ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","DISP1SW","Disponibel status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","DISP1CW","Disponibel kontrol ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","D345_TRP_MANUALSTART","Manual start of vacuum transport to dest","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","CIP725_SQL02SW","Rapport trigger status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","CIP725_SQL01SW","Rapport trigger status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","CIP700_SQL02SW","Rapport trigger status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","CIP700_SQL01SW","Rapport trigger status ord","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","163000GS01SW1","Transport unit, Tobacco juice tank 670","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","163000GS01SW","Transport unit, Tobacco juice tank 670","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","163000GS01CW1","Transport unit, Tobacco juice tank 670","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
"DR","163000GS01CW","Transport unit, Tobacco juice tank 670","SIX","","DECIMAL","","YES","NO","OPEN","CLOSE","DISABLE","NONE","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0"
