[BLOCK TYPE,TAG,NEXT BLOCK,DESCRIPTION,I/O DEVICE,H/W OPTIONS,I/O ADDRESS,INITIAL A/M STATUS,INITIAL SCAN,SCAN TIME,INVERT OUTPUT,OPEN TAG,CLOSE TAG,ALARM ENABLE,ALARM AREA(S),ALARM PRIORITY,ALARM TYPE,ENABLE OUTPUT,SECURITY AREA 1,SECURITY AREA 2,SECURITY AREA 3,ALARM AREA 1,ALARM AREA 2,ALARM AREA 3,ALARM AREA 4,ALARM AREA 5,ALARM AREA 6,ALARM AREA 7,ALARM AREA 8,ALARM AREA 9,ALARM AREA 10,ALARM AREA 11,ALARM AREA 12,ALARM AREA 13,ALARM AREA 14,ALARM AREA 15,USER FIELD 1,USER FIELD 2,CONTACT TAG,CONTACT MODE,REMOTE ACK TAG,ALARM SUSPENSION TAG,DELAY TIME,REALARM TIME,ESIG TYPE,ESIG ALLOW CONT USE,ESIG XMPT ALARM ACK,ESIG UNSIGNED WRITES,ESIG COMMENT REQUIRED,PDR Update Rate,PDR Access Time,PDR Deadband,PDR Latch,PDR Disable Output,PDR Array Length,Hist Description,Hist Collect,Hist Interval,Hist Offset,Hist Time Res,Hist Compress,Hist Deadband,Hist Comp Type,Hist Comp Time,Continuous Contact Output,Suppress COMM Alarm,Process alarm as event whi]
!A_NAME,A_TAG,A_NEXT,A_DESC,A_IODV,A_IOHT,A_IOAD,A_IAM,A_ISCAN,A_SCANT,A_INV,A_OPENDESC,A_CLOSEDESC,A_IENAB,A_ADI,A_PRI,A_ALMCK,A_EOUT,A_SA1,A_SA2,A_SA3,A_AREA1,A_AREA2,A_AREA3,A_AREA4,A_AREA5,A_AREA6,A_AREA7,A_AREA8,A_AREA9,A_AREA10,A_AREA11,A_AREA12,A_AREA13,A_AREA14,A_AREA15,A_ALMEXT1,A_ALMEXT2,A_CCALM,A_CCMOD,A_AACK,A_ASUSP,A_DELAY,A_REALM,A_ESIGTYPE,A_ESIGCONT,A_ESIGACK,A_ESIGTRAP,A_ESIGREQ_COMMENT,A_PDR_UPDATERATE,A_PDR_ACCESSTIME,A_PDR_DEADBAND,A_PDR_LATCHDATA,A_PDR_DISABLEOUT,A_PDR_ARRAYLENGTH,A_HIST_DESC,A_HIST_COLLECT,A_HIST_INTERVAL,A_HIST_OFFSET,A_HIST_TIMERES,A_HIST_COMPRESS,A_HIST_DEADBAND,A_HIST_COMPTYPE,A_HIST_COMPTIME,A_CTK_PERSIST,A_COMM_SURPRESS,A_ALM_SUSPENDMODE!
"DA","670TT900LA","","Lav Sterilisering af sterilfilter Sovsek","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670TT900SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670TT900HHA","","Høj Høj Sterilisering af sterilfilter So","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670TT900SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670TT900HA","","Høj Sterilisering af sterilfilter Sovsek","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670TT900SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670TT100LLA","","Lav Lav Sovsekar 670","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670TT100SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670TT100LA","","Lav Sovsekar 670","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670TT100SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670TT100HHA","","Høj Høj Sovsekar 670","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670TT100SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670TT100HA","","Høj Sovsekar 670","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670TT100SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670LS110AK","","Sovsekar 670 høj niveau","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670LS110SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670LS100AK","","Sovsekar 670 lav niveau","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670LS100SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670GS100AK","","Mandeluge Sovsekar 670","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670GS100SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670AV951AK","","Dræn af varmekappe Sovsekar 670 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670AV951SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670AV950AK","","Damp til Sovsekar 670 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670AV950SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670AV902AK","","Kondens sterilisering af sterilfilter al","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670AV902SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670AV901AK","","Kondens sterilisering af sterilfilter al","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670AV901SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670AV701AK","","CIP retur Sovsekar 670 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670AV701SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670AV700AK","","CIP rute til sovsetilberedning 670 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670AV700SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670AV350AK","","Varmt brugsvand til Sovs 670 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670AV350SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670AV300AK","","Koldt brugsvand til Sovs 670 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670AV300SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670AV142AK","","Stopventil Sovs 670  til Mixer 335 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670AV142SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670AV140AK","","Sovs 670 til Mixer 335 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670AV140SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670AV130AK","","Sovs 670 til Mixer 325 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670AV130SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670AV122AK","","Stopventil Sovs 670  til Mixer 315 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670AV122SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670AV120AK","","Sovs 670 til Mixer 315 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670AV120SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670AV114AK","","Stopventil Sovs 670  til Mixer 325 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670AV114SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670AV112AK","","Stopventil Sovs 670 til Mixer 305 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670AV112SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670AV110AK","","Sovs 670 til Mixer 305 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670AV110SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670AV104AK","","Brugsvand til Sovsekar 670 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670AV104SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670AV103AK","","CIP indløb Sovsekar 670 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670AV103SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670AV102AK","","CIP Sovselinie 670 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670AV102SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670AV101AK","","Udskub Sovselinie 670 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670AV101SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670AV100AK","","Bundudløb Sovsekar 670 alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670AV100SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","670A100AK","","Rørværk sovsekar alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","670A100SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","660AV704AK","","CIP rute til flavour alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","660AV704SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","660AV703AK","","Afspærring CIP alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","660AV703SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","660AV702AK","","Dræn ventil alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","660AV702SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","660AV701AK","","CIP retur til flavour alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","660AV701SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","660AV700AK","","CIP rute til flavour alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","660AV700SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","655TT900LLA","","Lav Lav Sterilisering af sterilfilter","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","655TT900SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","655TT900LA","","Lav Sterilisering af sterilfilter","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","655TT900SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","655TT900HHA","","Høj Høj Sterilisering af sterilfilter","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","HIGH","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","655TT900SW.F_05","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","655TT900HA","","Høj Sterilisering af sterilfilter","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","655TT900SW.F_06","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","655GS740AK","","CIP flavour til Mixer 335","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","655GS740SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","655GS730AK","","CIP flavour til mixer 325","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","655GS730SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","655GS720AK","","CIP flavour til Mixer 315","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","655GS720SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","655GS710AK","","CIP flavour til Mixer 305","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","655GS710SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","655GS700AK","","CIP til flavour tanke","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","655GS700SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","655GS100AK","","Sterilfilter koblet til sterilisering","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","655GS100SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","655AV901AK","","Dræn ventil alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","655AV901SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","655AV900AK","","Damp til sterilfilter alarm","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","655AV900SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","655AV101AK","","Luft til udskub af flavour til mixer ala","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","655AV101SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","650GS101AK","","Rørbøjning flavour 650","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","650GS101SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","650GS100AK","","Man. Ventil lukket flavour 650","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","650GS100SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
"DA","645GS101AK","","Rørbøjning flavour 645","SIX","","","AUTO","ON","1","NO","OK","ALARM","ENABLE","NONE","LOW","CLOSE","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","645GS101SW.F_08","ACK","","","00:00:00:00","00:00:00:00","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","DISABLE","DISABLE","DISABLE"
